0	0	0	0	0	0	0	0	0	0
0	0	0	0.8511142576351363	0.9959662612508825	0	0.9841460287497128	0	0.8545800186016503	0
0.9417566102658197	0	0	0	0	0	0	0	0	0
0	0.9259765380648787	0	0.8252060277504875	0.9958699503894289	0	0.8459253086922343	0	0.9122044969872593	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0.9938639905275144	0.8748604952706306	0	0	0.8270195125728005	0	0	0.8552443072457073	0.8747667264541457
0	0	0	0.8003898713739541	0	0	0	0	0	0
0	0.893646356600172	0	0	0.9611782720131699	0.8613466149481697	0	0.8726454227569724	0	0
0	0	0	0	0.8795423991417244	0	0	0	0.823168890002728	0
