0	0.8813645075454212	0	0	0.8286976375750721	0	0	0	0	0
0.9734028722035712	0	0	0	0	0	0.987572000821853	0	0	0
0	0	0	0	0	0	0.8915576859803673	0	0	0.8580853472734268
0	0	0	0.8810088335913647	0	0	0.9295963914737089	0.9914188636426902	0	0
0	0	0	0	0	0	0	0	0.9600920108892452	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0.900340395001853	0	0	0
0	0.9961531371791629	0	0	0	0	0.986597839736658	0.934220221794313	0	0
0	0	0	0	0	0	0	0.9142282707217281	0	0
0	0	0	0.8611707453900812	0.9451836482366471	0.9720496991519116	0	0	0	0.9506498798498185
