0	0	0	0	0	0	0.9196627153640905	0.8908430025404519	0	0
0	0	0	0.9933057003623367	0.8960568266436723	0	0	0.9346960214593895	0	0
0	0.986112124280125	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0.8791391546275183	0	0
0	0	0	0	0	0	0	0	0.965113918746409	0
0	0	0	0	0	0	0	0	0	0
0.8088080951985009	0	0	0.9145595654447375	0	0	0.8421907261210451	0	0.8393439021144732	0
0	0	0	0	0	0.8108633834919257	0	0	0	0.9525823322835296
0	0.9279876597821655	0	0	0	0.8311352035175708	0	0	0.9081090874542059	0.8266581463751654
0	0	0	0.9643559427765924	0	0.8372788977982843	0	0.8397794835454688	0	0
